year,month,day,country,title,text,hazard-category,product-category,hazard,product
2020,1,16,ie,Potential Health Risk: Recall of Certain IKEA Travel Mugs,"IKEA is issuing a voluntary recall of specific Troligtvis travel mugs due to potential chemical migration.  The affected mugs, sold between October 2019 and January 2020, include beige (article number 504.124.47) and blue (article number 504.269.20) models, both marked 'Made in India'.  The issue involves elevated levels of dibutyl phthalate (DBP) migrating from the plastic material.  Although health concerns are currently minimal, potential chronic exposure is a concern.  Customers are urged to return the affected mugs to any IKEA store for a full refund.  The recall does not affect mugs marked 'Made in Italy'.  Stores will prominently display recall notices.  This recall is categorized as a potential hazard relating to food contact materials and concerns migrating chemicals from plastics.",migration,food contact materials,other,plastics
2020,8,7,ie,Fiskars Spoon Recall: Potential Chemical Leaching Issue,"Fiskars is recalling a batch of their Functional Form serving spoons due to a potential chemical migration concern.  The nylon spoon with orange silicone rim, batch code 191223 (product code 1027299), manufactured in China, might release unsafe levels of primary aromatic amines into food.  This recall, issued August 7, 2020, is categorized as an informational alert (2020.45) and consumers who purchased the affected spoons from Amazon should immediately discontinue use.  The affected product is a food contact material made from plastic.  The potential hazard involves chemical leaching from the plastic material.",migration,food contact materials,other,plastics
2020,1,16,ie,Indian-Made IKEA Travel Mugs Recalled Due to Potential Chemical Leaching,"IKEA is issuing a recall for certain Troligtvis travel mugs manufactured in India.  The affected mugs, beige (article number 504.124.47) and blue (article number 504.269.20), may contain elevated levels of dibutyl phthalate (DBP) that have migrated from the plastic material.  The recall covers mugs sold between October 2019 and January 2020.  This recall does not affect mugs marked 'Made in Italy.' Customers are advised to return these mugs to any IKEA store for a full refund.  While chronic exposure is a concern, immediate health risks are not expected.   Store displays will notify customers of the recall.  This action is precautionary and focuses on potential long-term effects.",migration,food contact materials,other,plastics
2020,5,7,ie,Urgent Recall: Plastic Utensils with Elevated Aromatic Amine Levels,"A product recall is being initiated for certain batches of nylon kitchen utensils due to exceeding EU safety standards for primary aromatic amines.  This chemical migration occurs when the utensils are used in contact with food.  While health risks from short-term use are considered low,  the implicated products are being removed from sale to ensure consumer safety.  Details of affected batches, products, and countries of origin are listed in the attached document.  This is an urgent recall impacting food-contact plastic products. Notification ID: 2023-10-27-001",migration,food contact materials,other,plastics
2020,8,7,ie,Fiskars Spoon Recall: Potential Chemical Exposure Risk,"Fiskars is recalling a specific batch of their Functional Form Spoons due to a potential chemical migration issue exceeding EU safety limits.  The affected spoons, identified by batch code 191223 and product code 1027299, feature a nylon construction with an orange silicone rim.  These spoons may release primary aromatic amines, posing a risk of chemical contamination in food.  Customers who purchased this spoon from Amazon are urged to stop using it and contact Fiskars for a full refund.  The recall applies only to the specified batch.  The spoons originate from China.  This recall notification was issued August 7, 2020.",migration,food contact materials,other,plastics
2020,8,7,ie,Fiskars Spoon Recall: Potential Chemical Exposure Risk,"Fiskars is recalling a specific batch of their Functional Form Spoons due to a potential health concern.  The nylon spoon with orange silicone rim, batch 191223 (product code 1027299), may contain elevated levels of primary aromatic amines, which could leach into food.  This poses a possible health risk.  Consumers who purchased this spoon from Amazon are advised to immediately stop using it and return it to the point of purchase for a full refund.  Further details and the full recall notice are available on the Fiskars website.  This recall is categorized as a precautionary measure and applies only to the specified batch.  Additional information may be available from the relevant food safety authorities.",migration,food contact materials,other,plastics
2020,8,7,ie,Fiskars Spoon Recall: Potential Chemical Leaching Risk,"Fiskars is recalling a batch of their Functional Form spoons due to a potential chemical migration issue.  The affected spoons, with orange silicone rims, may contain levels of primary aromatic amines exceeding EU safety limits. This batch of spoons, with product code 1027299 and batch code 191223, was sourced from China.  Consumers who purchased these spoons, potentially through Amazon, are urged to immediately discontinue use and contact Fiskars for a full refund.  This recall is being issued as a precautionary measure to safeguard consumer health. The recall notification is effective immediately.",migration,food contact materials,other,plastics
2020,1,16,ie,India-Manufactured IKEA Mugs Recalled Due to Potential Chemical Migration,"IKEA is initiating a recall of certain Troligtvis travel mugs manufactured in India.  The recall, effective immediately, pertains to beige (article number 504.124.47) and blue (article number 504.269.20) mugs.  These mugs were sold between October 2019 and January 2020.  The recall stems from the potential migration of dibutyl phthalate (DBP) to the product.  While chronic exposure concerns exist, immediate health risks are considered low.  Affected mugs may exhibit elevated levels of the chemical upon contact with liquids. Customers with affected mugs are advised to return them to any IKEA store for a full refund. Retail store displays will also include notices.  This recall does not include Troligtvis mugs marked ""Made in Italy.""",migration,food contact materials,other,plastics
2020,1,16,ie,Indian-Made IKEA Travel Mugs Recalled Due to Potential Phthalate Exposure,"IKEA is initiating a recall for certain Troligtvis travel mugs manufactured in India.  The recall affects beige (article number 504.124.47) and blue (article number 504.269.20) versions sold between October 2019 and January 2020.  The issue involves potential migration of elevated levels of dibutyl phthalate (DBP).  While health concerns are not considered immediate, chronic exposure is a concern.  Recall notices will be posted in IKEA stores.  Mugs marked ""Made in Italy"" are not affected.  This recall pertains to food contact materials, specifically plastic products.  The hazard category is material migration.",migration,food contact materials,other,plastics
2020,5,7,ie,Urgent Recall of Plastic Utensils Containing Elevated Aromatic Amines,"A precautionary recall is being initiated for certain batches of nylon kitchen utensils due to potential elevated levels of primary aromatic amines.  These amines have been detected in excess of EU regulatory limits and may leach into food.  Consumers are urged to immediately cease use of affected products.  Detailed product information, including batch codes and affected items, is available in the associated documents.  No immediate health concerns are anticipated; however, discontinuation of use is essential as a safety measure.  This recall notification (2023-10-27) is categorized as a safety alert.  Further information and contact details are included in the attached report.",migration,food contact materials,other,plastics
