year,month,day,country,title,text,hazard-category,product-category,hazard,product
2020,1,16,ie,India-Manufactured IKEA Mugs Recalled Over Potential Chemical Migration,"IKEA is initiating a recall of specific Troligtvis travel mugs due to a potential migration of a chemical substance. The affected mugs, manufactured in India, were sold between October 2019 and January 2020.  Specific article numbers include 504.124.47 (Beige) and 504.269.20 (Blue).  No health concerns are immediately anticipated, as the risk is associated with prolonged exposure.  Recall notices are being displayed in IKEA stores.  This recall does not apply to mugs marked 'Made in Italy.'  Further information is available on IKEA's website.",migration,food contact materials,other,plastics
2020,5,7,ie,Urgent Recall: Plastic Utensils May Contain Harmful Chemicals,"A recall is being initiated for certain batches of plastic kitchen utensils due to potential chemical contamination.  The implicated items may contain elevated levels of primary aromatic amines exceeding EU safety limits.  While no immediate health risk is anticipated with current use, affected products are being removed from sale to prevent potential long-term health concerns related to chemical migration.  Detailed product information, including batch codes and affected countries, will be released on [date and time of release] on the company's website. Consumers are advised to discontinue use of any affected utensils and return them to the point of purchase for a full refund. Please visit [link to company website] for further details.",migration,food contact materials,other,plastics
2020,8,7,ie,Fiskars Spoon Recall: Potential Chemical Exposure Risk,"Fiskars is recalling a specific batch of their Functional Form Spoons due to a potential health hazard.  The recalled spoons, featuring a nylon bowl and orange silicone rim, may contain elevated levels of primary aromatic amines, which can migrate into food.  This recall affects batch code 191223, product code 1027299, and potentially units sold through Amazon.  Consumers with this product are advised to immediately discontinue use and contact Fiskars customer service for a safe disposal instruction and possible refund/replacement.",migration,food contact materials,other,plastics
2020,5,7,ie,Urgent Recall: Plastic Utensils May Contain Excessive Aromatic Amines,"A voluntary recall is being initiated for certain batches of plastic kitchen utensils.  Initial testing reveals elevated levels of primary aromatic amines, exceeding acceptable European Union limits.  This poses a potential health risk.  Consumers who have purchased these utensils are urged to immediately cease usage and return them to the point of purchase for a full refund.  A detailed list of affected products, batch codes and retailers will be released shortly.  The affected products were manufactured in an unknown location.  No immediate health concerns are expected from incidental contact with the recalled items, but avoidance is prudent.  The recall number is 2023-10-01.",migration,food contact materials,other,plastics
2020,1,16,ie,India-Manufactured IKEA Travel Mugs Recalled Due to Potential Chemical Leaching,"IKEA is initiating a voluntary recall of certain Troligtvis travel mugs due to a potential migration of a chemical substance.  The affected mugs, sold between October 2019 and January 2020, are identified by specific article numbers (504.124.47 and 504.269.20) and are marked 'Made in India.'  No health risks are immediately anticipated as exposure to this substance, which is dibutyl phthalate (DBP), would need to be chronic and long-term.  However, precautionary measures are being implemented.  Store staff will post point-of-sale notices, and customers are advised to return recalled products for a full refund or exchange.  Customers with questions are encouraged to contact IKEA customer service.  This recall does not affect mugs marked 'Made in Italy.'  Further details on the specific chemical migration hazard are available upon request.",migration,food contact materials,other,plastics
2020,1,16,ie,Indian-Made IKEA Travel Mugs Recalled Due to Potential Chemical Leaching,"IKEA is recalling certain batches of Troligtvis travel mugs due to potential migration of dibutyl phthalate (DBP). The affected mugs, sold between October 2019 and January 2020, include beige (article number 504.124.47) and blue (article number 504.269.20) versions, both marked 'Made in India'.  No health concerns are anticipated, as the issue relates to chronic exposure to DBP.  Recall notices are being posted in IKEA stores.  The recall does not include mugs marked 'Made in Italy'.  The affected products fall under the hazard category of migration and are food contact materials made of plastic.",migration,food contact materials,other,plastics
2020,8,7,ie,Fiskars Spoon Recall: Potential Chemical Exposure Risk,"Fiskars is recalling a specific batch of their Functional Form spoons due to a potential health concern.  The nylon spoons with orange silicone rims, batch code 191223 (product code 1027299), may contain elevated levels of primary aromatic amines, which could migrate into food.  This poses a potential risk for consumers who have purchased this item.  The spoons were manufactured in China and may have been purchased through Amazon.  Affected consumers are urged to return the recalled items for a full refund.  This recall is categorized as a precautionary measure and is not expected to cause immediate health problems.",migration,food contact materials,other,plastics
2020,8,7,ie,Fiskars Spoon Recall: Potential Chemical Exposure,"Fiskars is recalling a batch of Functional Form Spoons due to elevated levels of potentially harmful chemicals.  The affected spoons, with a specific batch code (191223), may release primary aromatic amines into food. This recall affects spoons sold in China and possibly Amazon. Customers who purchased this batch should not use the utensils and contact Fiskars or Amazon for return instructions. Incident Number: 2020.45.",migration,food contact materials,other,plastics
2020,5,7,ie,Urgent Recall:  Plastic Utensils with Potential Toxic Chemical Leaching,"A recall is being issued for certain batches of plastic utensils due to a concern for chemical migration exceeding regulatory limits.  The affected utensils, primarily used for food preparation, may be releasing harmful chemicals (specifically, primary aromatic amines) into food.  While immediate health risks are not anticipated, affected products should be removed from use immediately and returned to the place of purchase for a full refund.  Detailed batch information is available on the manufacturer's website.  This recall impacts various models of kitchen utensils, including various plastic compositions and colors.  Product Category: Food Contact Materials.  Hazard Category: Chemical Migration.  Issue Date: 2024-10-27",migration,food contact materials,other,plastics
2020,8,7,ie,Fiskars Spoon Recall: Potential Chemical Exposure Risk,"Fiskars is recalling a specific batch of their Functional Form Spoons due to a potential chemical migration issue.  The affected spoons, featuring a nylon body and orange silicone rim, may release potentially harmful primary aromatic amines into food.  This recall, identified as 2020.45, impacts batch 191223 (product code 1027299) and originated in China.  Consumers who purchased this spoon from Amazon are urged to immediately stop using it and return it for a full refund.  Further details and contact information are available on the Fiskars website.",migration,food contact materials,other,plastics
